@relation smartphone_sleep_quality

@attribute idade NUMERIC
@attribute genero {masculino,feminino}
@attribute horas_uso_diario NUMERIC
@attribute tempo_redes_sociais NUMERIC
@attribute horas_sono NUMERIC
@attribute uso_madrugada {0,1}
@attribute atividade_fisica {alta,moderada,baixa}
@attribute ocupacao {advogado,analista,aposentado,autonomo,desempregado,enfermeiro,engenheiro,estudante,freelancer,gerente,influencer,medico,professor}
@attribute modelo_dispositivo {Asus ROG Phone 7,Google Pixel 7,Huawei P60,Motorola Edge 40,OnePlus 11,Realme 10 Pro,Samsung Galaxy A54,Samsung Galaxy S23,Xiaomi Redmi Note 12,iPhone 13,iPhone 14,iPhone 15 Pro}
@attribute nivel_estresse NUMERIC
@attribute consumo_energia NUMERIC
@attribute despertares_noturnos NUMERIC
@attribute notificacoes_diarias NUMERIC
@attribute luminosidade_ambiente NUMERIC
@attribute insonia {0,1}
@attribute uso_apps_produtividade {0,1}
@attribute nivel_uso {baixo,moderado,alto}
@attribute qualidade_sono {bom,ruim}

@data
46,feminino,7.2,2.9,6.8,0,moderada,engenheiro,Motorola Edge 40,8.9,4.0,3,311,386.8,0,1,moderado,ruim
17,masculino,7.6,?,5.7,0,baixa,autonomo,Motorola Edge 40,4.8,4.7,1,236,509.2,1,0,alto,bom
28,feminino,2.2,1.4,8.3,0,?,aposentado,iPhone 13,2.3,3.8,1,47,359.5,0,0,baixo,bom
20,masculino,5.5,2.9,5.3,0,baixa,estudante,Xiaomi Redmi Note 12,6.4,4.7,3,76,494.0,0,1,moderado,ruim
21,feminino,9.6,5.8,?,1,moderada,desempregado,Huawei P60,7.9,7.6,5,692,526.6,0,0,alto,ruim
20,feminino,11.0,?,4.2,1,baixa,desempregado,Samsung Galaxy A54,4.9,4.3,3,242,413.0,0,0,alto,ruim
28,masculino,2.9,1.4,8.6,0,?,autonomo,iPhone 15 Pro,3.3,2.0,0,23,307.6,0,1,baixo,bom
30,masculino,3.1,1.3,8.6,0,alta,aposentado,Samsung Galaxy S23,3.0,1.6,0,?,244.6,0,1,baixo,bom
49,masculino,4.9,1.9,5.6,0,moderada,analista,Samsung Galaxy S23,7.3,6.4,3,?,274.9,0,1,moderado,ruim
43,masculino,2.7,0.7,8.0,0,alta,autonomo,Samsung Galaxy S23,3.9,1.7,1,76,114.0,0,1,baixo,bom
25,feminino,7.8,3.6,6.6,1,moderada,estudante,Motorola Edge 40,7.2,3.1,3,81,288.0,0,0,moderado,ruim
20,masculino,7.6,1.9,5.7,1,baixa,desempregado,iPhone 15 Pro,5.3,5.1,1,149,417.2,0,0,alto,ruim
52,masculino,3.0,2.9,5.5,1,baixa,analista,iPhone 14,6.7,6.2,1,370,264.6,0,1,moderado,bom
47,masculino,4.6,1.5,5.4,0,alta,engenheiro,Samsung Galaxy A54,6.4,5.5,2,236,434.1,0,1,moderado,ruim
21,feminino,5.0,2.2,7.7,0,baixa,estudante,OnePlus 11,6.7,3.6,1,118,502.9,0,1,moderado,ruim
30,feminino,6.3,2.2,5.3,0,moderada,medico,Samsung Galaxy A54,8.9,4.5,1,360,477.9,0,1,moderado,ruim
22,feminino,4.1,3.7,5.0,0,moderada,estudante,iPhone 15 Pro,7.4,4.6,3,136,310.1,0,1,moderado,bom
20,feminino,4.3,3.3,7.5,0,moderada,estudante,Realme 10 Pro,6.0,3.4,1,87,220.2,0,1,moderado,ruim
36,masculino,7.4,2.5,6.5,0,baixa,advogado,Xiaomi Redmi Note 12,6.6,4.8,1,373,364.2,0,1,moderado,ruim
17,feminino,11.0,2.8,4.7,1,baixa,autonomo,Motorola Edge 40,7.5,7.6,2,130,564.5,1,0,alto,bom
46,masculino,5.0,1.3,?,0,baixa,medico,Huawei P60,6.2,8.0,1,396,493.2,0,1,moderado,bom
51,feminino,5.3,?,5.8,0,moderada,gerente,OnePlus 11,8.8,6.8,3,266,433.9,1,1,moderado,ruim
28,masculino,7.8,1.6,5.5,1,moderada,desempregado,iPhone 15 Pro,5.2,4.4,4,109,460.7,0,0,alto,ruim
25,feminino,3.1,0.6,7.0,0,moderada,professor,Realme 10 Pro,4.2,1.7,0,27,281.8,0,1,baixo,bom
26,masculino,30.0,5.3,5.4,1,baixa,desempregado,Motorola Edge 40,7.9,8.1,4,403,497.0,0,0,alto,ruim
24,masculino,4.8,2.1,6.1,0,baixa,estudante,Realme 10 Pro,6.4,6.7,2,80,485.9,1,1,moderado,bom
25,masculino,7.4,4.0,7.8,1,moderada,estudante,Google Pixel 7,5.3,6.7,1,77,376.9,1,1,moderado,bom
31,feminino,7.8,9.1,6.8,1,baixa,estudante,Google Pixel 7,6.6,7.9,5,270,300.0,0,0,alto,ruim
20,masculino,13.1,7.8,5.7,1,baixa,autonomo,Samsung Galaxy A54,8.7,9.0,2,286,492.0,1,1,alto,bom
34,feminino,7.5,5.3,6.7,1,baixa,estudante,Samsung Galaxy S23,6.6,7.7,4,389,353.3,0,1,alto,ruim
25,masculino,10.5,?,5.0,1,baixa,estudante,Huawei P60,7.1,5.2,2,255,493.0,1,0,alto,ruim
35,feminino,4.4,2.5,6.3,0,alta,engenheiro,iPhone 15 Pro,6.9,7.7,2,181,319.8,0,1,moderado,ruim
29,masculino,6.8,3.7,4.1,0,alta,autonomo,Samsung Galaxy A54,6.2,5.4,4,84,526.3,1,0,alto,ruim
20,masculino,8.4,3.3,4.9,1,moderada,desempregado,OnePlus 11,5.3,6.3,2,259,586.7,1,1,alto,ruim
29,feminino,8.7,7.8,6.6,1,alta,desempregado,iPhone 15 Pro,8.5,7.5,3,288,482.2,1,0,alto,ruim
19,feminino,5.3,3.6,5.3,0,moderada,estudante,Huawei P60,6.6,3.7,-1,89,223.4,0,1,moderado,bom
43,feminino,7.0,2.1,5.2,0,alta,analista,Huawei P60,6.9,4.6,1,229,378.7,1,0,moderado,bom
22,masculino,4.4,3.4,6.9,0,baixa,estudante,iPhone 13,5.8,5.7,1,198,330.3,0,1,moderado,bom
34,feminino,5.0,0.5,8.8,0,?,enfermeiro,Google Pixel 7,3.0,3.6,0,33,270.1,0,0,baixo,ruim
17,feminino,7.1,2.4,5.5,0,moderada,desempregado,iPhone 15 Pro,5.8,4.8,2,190,427.2,1,0,alto,ruim
21,feminino,5.2,4.6,5.5,0,moderada,estudante,Samsung Galaxy S23,7.3,3.7,1,144,505.5,0,1,moderado,bom
17,feminino,8.0,5.9,4.6,1,baixa,influencer,Samsung Galaxy A54,7.0,6.9,3,703,358.1,1,1,alto,ruim
26,feminino,12.3,7.8,6.9,1,baixa,autonomo,iPhone 14,5.7,7.2,4,227,678.4,0,0,alto,ruim
19,feminino,7.7,7.6,4.7,1,alta,influencer,iPhone 13,8.8,5.6,3,532,330.7,1,0,alto,ruim
28,masculino,10.5,4.1,5.0,1,?,freelancer,iPhone 15 Pro,8.4,7.9,3,287,394.8,1,1,alto,ruim
38,masculino,3.4,1.4,7.1,0,alta,autonomo,Xiaomi Redmi Note 12,5.0,1.7,1,69,167.4,0,1,baixo,bom
19,masculino,9.0,8.7,5.3,1,moderada,influencer,Motorola Edge 40,8.5,5.2,4,283,466.3,1,0,alto,ruim
39,feminino,12.1,?,4.4,1,moderada,autonomo,iPhone 15 Pro,9.6,9.0,2,274,567.7,1,0,alto,ruim
27,feminino,8.0,7.4,5.7,1,baixa,influencer,Realme 10 Pro,6.0,6.9,2,619,432.2,0,0,alto,ruim
25,feminino,9.6,6.6,6.7,1,moderada,autonomo,Asus ROG Phone 7,6.3,6.7,5,345,336.5,1,1,alto,ruim
26,feminino,7.2,8.6,5.1,1,baixa,estudante,Motorola Edge 40,6.1,7.0,2,?,426.4,0,0,alto,ruim
20,feminino,5.6,2.5,5.5,0,moderada,estudante,Asus ROG Phone 7,7.2,5.4,2,146,232.6,1,1,moderado,ruim
24,feminino,10.4,7.2,4.0,1,moderada,autonomo,iPhone 15 Pro,9.7,5.1,2,460,483.4,0,0,alto,ruim
33,masculino,11.3,6.4,6.6,1,baixa,estudante,iPhone 13,5.0,8.6,2,325,466.5,1,0,alto,ruim
22,masculino,8.7,3.9,7.4,1,moderada,estudante,iPhone 15 Pro,8.1,6.1,3,195,357.4,1,1,moderado,bom
22,feminino,6.5,2.9,6.3,0,baixa,estudante,Xiaomi Redmi Note 12,6.6,3.0,2,189,524.8,0,0,moderado,ruim
26,feminino,9.9,2.9,4.1,1,?,autonomo,Realme 10 Pro,7.2,4.3,3,186,618.4,0,0,alto,ruim
21,masculino,7.6,?,5.0,1,moderada,influencer,iPhone 15 Pro,6.0,6.2,2,306,302.1,1,1,alto,ruim
34,masculino,7.4,1.6,6.6,0,alta,medico,Realme 10 Pro,8.0,5.0,3,150,216.1,0,1,moderado,bom
21,feminino,11.0,2.6,4.4,1,baixa,desempregado,Samsung Galaxy S23,5.8,7.3,4,236,442.2,0,0,alto,ruim
32,masculino,4.2,0.6,7.8,0,alta,enfermeiro,Google Pixel 7,4.0,2.9,0,34,382.6,0,0,baixo,bom
17,feminino,9.3,3.9,?,1,baixa,autonomo,iPhone 14,5.8,7.5,3,191,455.3,0,0,alto,ruim
28,feminino,9.5,7.1,6.4,1,moderada,autonomo,Samsung Galaxy S23,5.5,6.1,2,758,564.3,0,0,alto,ruim
30,feminino,3.1,1.1,8.0,0,alta,autonomo,Motorola Edge 40,3.5,1.8,1,65,319.9,0,0,baixo,bom
25,masculino,7.5,17.0,5.5,1,baixa,desempregado,Motorola Edge 40,7.7,4.4,1,245,509.8,0,1,alto,ruim
30,masculino,11.9,9.4,6.3,1,baixa,autonomo,iPhone 15 Pro,5.2,8.2,3,537,411.8,0,0,alto,ruim
51,feminino,5.7,2.7,5.7,0,moderada,advogado,Realme 10 Pro,6.2,8.0,3,141,361.3,1,1,moderado,ruim
34,feminino,5.2,3.0,6.6,0,baixa,gerente,iPhone 14,6.9,5.2,1,149,434.9,1,1,moderado,ruim
130,masculino,4.0,2.6,6.1,1,alta,engenheiro,iPhone 13,8.6,4.7,3,103,353.5,0,0,moderado,bom
36,masculino,9.2,5.1,4.9,1,baixa,desempregado,OnePlus 11,8.4,7.8,2,306,631.9,0,0,alto,ruim
18,feminino,8.0,?,5.6,0,moderada,estudante,Huawei P60,8.9,5.9,3,179,246.3,0,1,moderado,bom
41,masculino,5.4,2.0,6.5,0,baixa,gerente,Asus ROG Phone 7,7.6,7.0,3,308,477.2,0,1,moderado,bom
53,masculino,7.1,2.4,6.1,0,baixa,engenheiro,iPhone 15 Pro,7.7,7.7,2,257,427.8,0,1,moderado,ruim
24,feminino,10.1,7.1,4.6,1,baixa,autonomo,Samsung Galaxy S23,8.4,7.9,3,252,380.9,1,1,alto,ruim
20,masculino,9.4,6.2,6.4,1,baixa,autonomo,Realme 10 Pro,7.9,6.0,3,369,332.4,0,0,alto,ruim
24,feminino,11.3,1.3,4.0,1,baixa,desempregado,Google Pixel 7,4.2,5.3,2,127,749.1,1,0,alto,ruim
19,masculino,11.0,1.6,5.8,1,baixa,estudante,Realme 10 Pro,5.4,5.7,4,159,717.6,0,0,alto,ruim
49,masculino,5.0,1.1,5.8,0,baixa,medico,OnePlus 11,7.1,6.5,1,324,363.7,1,1,moderado,bom
22,feminino,11.8,3.1,5.9,1,baixa,autonomo,Huawei P60,6.1,6.5,3,226,604.4,1,1,alto,ruim
37,feminino,4.9,1.3,6.5,0,alta,advogado,Realme 10 Pro,8.3,7.9,2,202,394.5,1,0,moderado,ruim
36,masculino,6.0,1.8,5.9,0,?,engenheiro,iPhone 13,6.3,7.1,3,154,329.1,1,1,moderado,bom
28,feminino,8.3,5.2,5.0,1,?,desempregado,Xiaomi Redmi Note 12,6.2,6.1,4,315,337.1,1,0,alto,ruim
24,masculino,6.4,2.2,5.5,0,baixa,estudante,Asus ROG Phone 7,8.9,5.9,3,166,436.7,1,1,moderado,bom
32,masculino,11.2,5.3,5.6,1,moderada,influencer,Motorola Edge 40,6.3,6.7,4,303,410.7,0,0,alto,bom
43,masculino,3.0,1.2,7.1,0,alta,autonomo,iPhone 15 Pro,2.1,2.9,0,39,301.8,0,1,baixo,bom
22,masculino,10.7,3.3,?,1,baixa,autonomo,Asus ROG Phone 7,7.1,4.2,3,106,414.6,1,0,alto,ruim
25,feminino,4.5,0.8,?,1,alta,enfermeiro,Samsung Galaxy A54,4.0,2.1,1,73,169.4,0,0,baixo,bom
31,masculino,9.7,6.1,6.5,0,?,desempregado,OnePlus 11,7.1,5.7,2,296,345.3,1,0,alto,ruim
16,masculino,7.3,?,4.2,1,?,autonomo,iPhone 13,6.4,4.3,3,285,630.3,1,0,alto,ruim
21,masculino,7.2,4.7,6.9,1,moderada,estudante,iPhone 15 Pro,6.9,5.7,2,101,450.2,1,1,moderado,ruim
25,masculino,12.0,2.4,4.5,1,moderada,estudante,OnePlus 11,7.8,5.4,4,264,723.4,1,1,alto,ruim
31,feminino,3.5,0.9,?,0,alta,enfermeiro,iPhone 14,4.3,3.8,1,41,381.5,0,1,baixo,bom
40,masculino,2.6,1.3,?,0,alta,autonomo,iPhone 15 Pro,2.9,3.9,1,63,393.0,0,0,baixo,bom
51,feminino,7.7,1.4,5.7,0,moderada,gerente,iPhone 14,8.2,4.9,1,189,342.3,1,1,moderado,ruim
21,masculino,13.3,4.6,5.8,0,baixa,autonomo,Google Pixel 7,7.6,7.0,2,392,564.5,1,0,alto,bom
33,masculino,4.7,16.4,8.2,0,moderada,aposentado,Huawei P60,3.4,3.3,1,71,399.0,0,1,baixo,ruim
26,masculino,7.3,1.5,4.1,1,baixa,estudante,Samsung Galaxy S23,5.9,7.4,2,122,451.6,1,0,alto,ruim
34,feminino,4.7,?,5.7,0,baixa,medico,OnePlus 11,8.7,5.8,3,395,215.1,1,1,moderado,ruim
19,feminino,4.1,4.3,5.4,0,baixa,estudante,Samsung Galaxy A54,6.8,4.2,2,75,443.8,0,0,moderado,bom
19,masculino,11.5,3.4,5.0,0,baixa,autonomo,OnePlus 11,4.2,6.2,4,?,588.9,1,0,alto,bom
39,masculino,4.5,0.9,7.9,0,?,professor,OnePlus 11,2.2,1.3,1,48,313.9,0,1,baixo,bom
40,masculino,25.0,1.2,?,0,moderada,professor,Samsung Galaxy S23,2.1,2.6,1,64,163.9,0,0,baixo,bom
28,feminino,6.3,1.4,4.1,1,baixa,desempregado,Realme 10 Pro,6.8,6.1,4,214,548.4,0,1,alto,ruim
20,masculino,10.7,2.5,5.6,1,baixa,estudante,iPhone 13,4.9,6.0,2,81,659.3,0,0,alto,bom
23,masculino,6.8,2.7,5.7,1,moderada,desempregado,Motorola Edge 40,4.4,5.8,2,270,497.6,0,0,alto,ruim
37,masculino,7.8,1.9,5.6,0,baixa,advogado,Samsung Galaxy A54,6.3,7.3,1,324,214.4,0,1,moderado,ruim
30,feminino,11.7,7.6,5.9,0,baixa,estudante,Xiaomi Redmi Note 12,7.4,5.4,4,238,538.5,0,1,alto,ruim
16,masculino,8.8,1.7,4.3,0,baixa,estudante,Samsung Galaxy S23,6.5,6.2,1,143,495.5,1,0,alto,ruim
19,feminino,6.0,4.9,7.9,0,moderada,estudante,Realme 10 Pro,7.9,4.4,1,120,236.6,0,1,moderado,bom
32,feminino,6.2,3.0,6.6,0,moderada,engenheiro,iPhone 15 Pro,7.3,4.5,3,344,495.2,0,0,moderado,ruim
18,masculino,6.7,3.4,6.2,0,baixa,estudante,Xiaomi Redmi Note 12,6.9,4.3,2,184,427.7,0,1,moderado,ruim
24,masculino,9.9,4.7,?,1,?,autonomo,Huawei P60,6.5,8.7,5,397,342.5,0,0,alto,ruim
27,masculino,4.5,1.1,8.3,0,alta,autonomo,iPhone 14,3.9,1.2,0,?,263.6,0,0,baixo,bom
28,feminino,2.4,1.4,8.1,0,alta,autonomo,Huawei P60,4.6,3.5,1,24,133.7,1,1,baixo,bom
-5,feminino,12.7,8.1,6.5,0,baixa,estudante,Samsung Galaxy A54,7.6,6.4,5,358,411.7,0,1,alto,ruim
47,masculino,7.9,3.0,5.1,0,baixa,gerente,Xiaomi Redmi Note 12,7.6,5.0,3,325,376.5,1,1,moderado,ruim
44,masculino,7.3,1.9,6.6,0,moderada,advogado,Samsung Galaxy A54,8.8,5.4,3,394,398.5,0,1,moderado,bom
26,feminino,10.1,6.7,4.3,1,baixa,freelancer,Realme 10 Pro,9.9,7.0,5,407,500.4,0,1,alto,bom
-5,feminino,7.4,3.0,5.8,0,moderada,estudante,Realme 10 Pro,5.2,6.4,2,107,418.6,1,0,moderado,bom
19,feminino,4.9,2.2,6.8,0,moderada,estudante,Huawei P60,5.4,3.8,3,135,313.6,0,0,moderado,ruim
20,masculino,7.6,4.1,7.7,0,moderada,estudante,iPhone 15 Pro,5.5,5.7,3,194,451.3,1,1,moderado,bom
24,masculino,10.7,3.1,5.7,1,moderada,desempregado,Realme 10 Pro,5.1,6.6,2,?,413.4,0,1,alto,ruim
32,feminino,5.5,2.8,0.8,1,baixa,advogado,Motorola Edge 40,8.7,4.6,2,169,247.0,0,1,moderado,bom
36,feminino,5.0,3.0,5.6,0,moderada,engenheiro,OnePlus 11,8.7,5.1,3,131,397.0,0,1,moderado,bom
21,masculino,7.4,2.9,5.6,1,?,estudante,Asus ROG Phone 7,7.3,5.1,2,75,369.4,0,0,moderado,bom
26,feminino,8.4,5.8,4.4,1,baixa,desempregado,Huawei P60,7.5,6.1,2,473,656.4,1,0,alto,bom
32,masculino,6.4,3.0,7.0,0,moderada,advogado,iPhone 14,6.3,7.1,3,214,389.2,0,1,moderado,ruim
26,masculino,11.6,1.5,5.7,1,baixa,autonomo,Asus ROG Phone 7,5.1,4.0,1,156,526.3,0,0,alto,ruim
22,feminino,11.4,3.8,?,0,baixa,autonomo,iPhone 15 Pro,7.6,5.1,4,299,484.6,1,0,alto,bom
38,masculino,12.8,4.5,0.0,0,baixa,desempregado,Xiaomi Redmi Note 12,6.4,6.1,5,282,335.4,1,0,alto,ruim
21,feminino,8.9,4.5,5.8,1,moderada,estudante,Huawei P60,8.1,4.0,-2,127,225.3,0,0,moderado,ruim
35,masculino,8.8,6.3,4.9,1,baixa,influencer,iPhone 13,7.4,6.6,5,434,586.0,1,0,alto,ruim
44,feminino,6.2,1.6,5.9,0,moderada,analista,Asus ROG Phone 7,8.9,4.8,3,299,303.0,1,1,moderado,bom
200,feminino,3.6,0.7,8.5,0,alta,professor,Xiaomi Redmi Note 12,2.8,3.9,0,30,205.5,0,1,baixo,bom
36,masculino,2.1,1.0,7.1,0,alta,enfermeiro,OnePlus 11,3.5,2.3,0,37,360.7,0,1,baixo,bom
39,masculino,2.2,0.7,7.5,0,alta,enfermeiro,OnePlus 11,4.8,2.9,1,47,144.8,0,1,baixo,bom
31,feminino,3.4,1.4,8.9,0,alta,autonomo,iPhone 15 Pro,5.0,3.0,0,55,132.8,0,1,baixo,bom
20,masculino,11.7,8.4,5.8,0,baixa,autonomo,iPhone 13,6.0,9.0,3,639,573.9,1,1,alto,ruim
39,feminino,3.1,2.8,6.9,0,moderada,analista,Samsung Galaxy A54,8.6,5.6,3,295,422.6,1,1,moderado,bom
37,masculino,8.8,4.5,6.5,1,baixa,influencer,Motorola Edge 40,6.3,7.7,4,269,386.2,0,1,alto,ruim
44,feminino,4.8,?,8.1,0,baixa,autonomo,iPhone 13,4.9,2.6,1,35,310.4,1,1,baixo,bom
26,masculino,13.4,6.9,6.5,0,baixa,autonomo,iPhone 15 Pro,7.9,5.6,4,210,649.0,0,1,alto,bom
30,feminino,11.8,5.0,6.4,0,alta,freelancer,iPhone 13,7.8,8.0,2,341,518.5,1,0,alto,bom
24,feminino,4.5,2.8,7.6,1,baixa,estudante,iPhone 14,7.5,4.4,3,92,455.7,1,0,moderado,bom
22,masculino,11.6,4.5,5.3,1,moderada,freelancer,iPhone 13,6.4,7.0,5,1000,505.4,0,0,alto,ruim
36,masculino,10.8,6.0,6.5,0,baixa,autonomo,Samsung Galaxy A54,8.3,6.0,5,?,433.6,1,1,alto,bom
20,feminino,8.8,1.9,4.1,1,baixa,autonomo,Huawei P60,5.2,6.7,2,?,473.8,1,0,alto,ruim
17,masculino,7.4,2.5,4.6,1,moderada,estudante,iPhone 14,6.3,5.9,4,230,473.4,0,0,alto,ruim
30,feminino,3.6,0.7,7.2,0,alta,autonomo,Asus ROG Phone 7,3.0,1.1,-2,74,248.1,0,1,baixo,bom
30,feminino,8.7,5.5,6.5,0,baixa,desempregado,OnePlus 11,6.5,7.4,4,220,652.1,1,0,alto,ruim
24,masculino,6.7,3.5,5.1,1,alta,estudante,Google Pixel 7,7.1,4.7,3,187,650.0,0,0,alto,ruim
16,feminino,7.1,1.1,5.5,1,baixa,autonomo,iPhone 13,4.6,5.2,1,161,501.9,1,0,alto,bom
17,feminino,7.3,8.1,4.2,0,baixa,autonomo,Xiaomi Redmi Note 12,8.5,7.3,3,633,503.1,1,1,alto,ruim
34,feminino,4.8,1.2,5.5,1,moderada,analista,Realme 10 Pro,8.8,6.8,1,173,452.7,1,1,moderado,bom
21,masculino,7.3,2.3,7.8,1,?,estudante,iPhone 14,8.2,5.7,3,156,297.4,0,1,moderado,ruim
35,masculino,2.0,?,7.7,0,moderada,autonomo,Huawei P60,2.1,1.5,1,24,206.5,0,1,baixo,ruim
23,masculino,11.8,1.5,4.7,1,baixa,desempregado,OnePlus 11,4.4,6.2,-1,246,642.7,1,0,alto,ruim
26,feminino,2.5,0.8,7.0,0,alta,autonomo,Huawei P60,4.0,3.5,0,27,355.5,0,0,baixo,bom
23,masculino,6.6,1.9,5.3,1,moderada,autonomo,Samsung Galaxy S23,7.3,7.8,4,900,642.7,0,0,alto,bom
25,feminino,9.3,7.2,4.4,1,baixa,autonomo,iPhone 14,6.2,8.0,5,630,697.1,0,0,alto,ruim
25,masculino,6.1,3.1,4.0,1,baixa,autonomo,iPhone 13,5.5,5.5,3,257,544.7,0,0,alto,ruim
25,masculino,12.3,6.3,5.9,1,baixa,autonomo,Samsung Galaxy S23,6.3,6.7,3,?,426.2,0,0,alto,ruim
29,masculino,7.6,2.3,4.2,1,baixa,autonomo,Motorola Edge 40,7.6,6.7,1,227,654.2,0,0,alto,bom
28,masculino,9.6,8.0,4.5,1,baixa,freelancer,iPhone 15 Pro,7.8,6.8,5,471,424.5,1,0,alto,bom
23,masculino,7.5,3.4,5.3,1,baixa,autonomo,Huawei P60,6.5,4.8,3,229,610.3,0,0,alto,bom
17,feminino,8.0,8.5,5.9,0,moderada,desempregado,Xiaomi Redmi Note 12,9.0,6.1,5,456,559.5,0,0,alto,ruim
28,masculino,13.1,5.8,6.8,1,?,desempregado,iPhone 14,9.5,5.2,5,265,425.8,1,0,alto,ruim
22,masculino,9.4,6.0,5.3,1,moderada,autonomo,Samsung Galaxy A54,9.0,6.9,2,357,474.4,1,0,alto,ruim
21,feminino,11.3,9.7,6.6,1,moderada,influencer,Motorola Edge 40,7.2,5.5,2,517,407.5,1,0,alto,ruim
22,feminino,8.8,?,5.2,0,baixa,estudante,OnePlus 11,5.4,3.1,2,144,225.0,0,1,moderado,bom
44,masculino,4.6,1.4,8.0,0,moderada,autonomo,Google Pixel 7,2.8,3.8,1,33,234.7,0,1,baixo,bom
40,masculino,3.6,1.2,8.5,0,alta,aposentado,Xiaomi Redmi Note 12,4.9,1.3,0,49,351.0,0,1,baixo,ruim
39,feminino,3.2,0.9,8.8,0,alta,enfermeiro,Samsung Galaxy S23,4.9,2.8,1,70,110.8,0,1,baixo,bom
30,feminino,4.8,0.7,8.7,1,alta,professor,iPhone 14,2.6,2.6,1,57,241.5,0,0,baixo,bom
47,masculino,3.4,1.7,6.7,0,moderada,medico,iPhone 15 Pro,6.2,5.0,3,366,338.0,0,1,moderado,bom
44,feminino,3.5,0.6,8.1,0,alta,aposentado,Google Pixel 7,3.0,2.6,1,20,328.3,0,1,baixo,ruim
24,masculino,5.2,3.0,5.6,0,moderada,estudante,Motorola Edge 40,8.3,3.5,2,107,499.0,0,1,moderado,ruim
45,masculino,7.1,1.1,5.8,0,baixa,engenheiro,Samsung Galaxy S23,8.7,7.5,2,231,301.9,0,1,moderado,ruim
32,feminino,4.1,?,?,0,moderada,aposentado,Huawei P60,4.3,3.7,0,53,383.3,0,1,baixo,bom
34,masculino,18.0,2.6,5.4,1,baixa,medico,Samsung Galaxy A54,8.0,6.1,2,277,326.8,1,1,moderado,bom
23,masculino,18.0,4.9,5.9,1,moderada,estudante,iPhone 14,7.8,4.6,1,153,409.9,0,1,moderado,bom
36,feminino,3.3,1.3,8.6,0,moderada,autonomo,Google Pixel 7,3.2,3.7,1,?,357.7,0,0,baixo,bom
32,feminino,28.0,?,5.6,1,moderada,analista,Realme 10 Pro,7.3,5.4,3,368,427.0,1,1,moderado,ruim
17,masculino,10.8,1.7,4.1,1,moderada,estudante,Realme 10 Pro,7.5,4.2,2,?,700.9,1,0,alto,ruim
23,feminino,11.1,6.0,6.4,0,baixa,autonomo,iPhone 15 Pro,8.0,7.6,3,685,417.9,1,0,alto,ruim
36,feminino,7.1,2.9,6.1,0,?,advogado,Asus ROG Phone 7,6.7,6.8,3,357,324.5,1,1,moderado,ruim
35,masculino,3.4,2.7,?,0,moderada,medico,Samsung Galaxy S23,8.6,5.9,1,103,325.0,1,1,moderado,bom
19,masculino,6.2,2.4,7.3,0,baixa,estudante,OnePlus 11,6.9,7.0,3,70,597.1,0,1,moderado,bom
20,feminino,4.0,3.3,7.5,0,?,estudante,Huawei P60,5.3,5.4,2,69,589.0,0,1,moderado,ruim
44,feminino,4.4,2.0,6.6,1,baixa,engenheiro,Realme 10 Pro,6.5,4.1,1,276,241.5,0,1,moderado,bom
35,feminino,6.9,2.9,6.7,0,baixa,analista,Samsung Galaxy A54,6.4,4.4,3,177,276.4,0,1,moderado,ruim
17,feminino,10.8,?,5.6,0,moderada,estudante,iPhone 15 Pro,8.3,7.3,2,259,321.8,0,0,alto,ruim
21,masculino,13.6,6.4,6.4,0,moderada,desempregado,Samsung Galaxy A54,6.9,8.2,15,224,570.4,1,0,alto,ruim
30,masculino,13.4,4.6,5.1,1,baixa,influencer,Motorola Edge 40,9.7,5.7,2,179,663.8,1,0,alto,ruim
44,feminino,4.1,2.9,6.8,0,moderada,medico,Google Pixel 7,8.2,8.0,2,211,267.8,0,1,moderado,ruim
19,masculino,5.6,2.9,5.5,1,moderada,estudante,iPhone 13,6.3,4.3,1,126,272.3,0,0,moderado,ruim
16,feminino,10.2,9.3,4.0,0,baixa,estudante,Xiaomi Redmi Note 12,7.0,6.8,5,758,453.4,1,0,alto,ruim
16,feminino,9.5,6.1,4.6,1,moderada,influencer,Huawei P60,5.2,5.9,5,710,493.2,1,0,alto,ruim
24,feminino,9.0,5.5,6.7,1,baixa,influencer,Google Pixel 7,6.8,7.3,4,163,461.2,0,0,alto,ruim
36,feminino,5.1,1.3,6.9,0,moderada,medico,iPhone 14,7.5,5.2,3,360,401.9,1,1,moderado,bom
31,feminino,7.4,1.0,6.5,0,baixa,engenheiro,Huawei P60,8.7,6.6,2,187,312.5,0,1,moderado,bom
43,masculino,3.3,1.2,8.8,0,alta,autonomo,Motorola Edge 40,2.2,2.7,1,70,187.8,0,1,baixo,bom
18,masculino,10.1,8.6,5.1,1,baixa,estudante,OnePlus 11,5.2,8.2,3,712,620.9,1,0,alto,ruim
28,masculino,8.7,3.1,5.6,1,baixa,desempregado,Samsung Galaxy S23,5.5,6.8,2,156,734.4,1,0,alto,ruim
28,feminino,6.0,?,5.0,1,alta,engenheiro,Xiaomi Redmi Note 12,8.7,4.9,3,192,457.6,0,1,moderado,ruim
23,masculino,4.0,2.0,7.4,1,baixa,estudante,Huawei P60,8.5,6.7,3,?,545.2,1,1,moderado,ruim
16,masculino,7.5,8.4,6.4,0,baixa,influencer,Realme 10 Pro,8.3,6.2,3,363,485.4,0,0,alto,ruim
